product_id,ip,url,product_name
90742,90.182.176.158,https://www.glamira.cz/glamira-ring-gaby.html?stone2=diamond-sapphire&alloy=red_white-585&diamond=diamond-sapphire&keyword=&matchtype=&gclid=EAIaIQobChMIx7ma0vfn6QIVt4BQBh1VFwLgEAQYCyABEgI8KPD_BwE,Glamira Ring Gaby
99991,173.252.127.11,https://www.glamira.pt/glamira-ring-mabule.html?fbclid=IwAR0kUh9bdxoIlGSO7CciBuzO9qL1FHdWGmH17TEgNdy3TAulSwEHoXSo9tI,Glamira Ring Mabule
89436,193.165.96.229,https://www.glamira.cz/glamira-diamantove-prsten-patricia-skua28299-1z.html?alloy=white-585&diamond=garnet,Glamira Diamantove Prsten Patricia Skua28299 1Z
93576,31.13.115.119,https://www.glamira.co.uk/mens-ring-classic-search.html?fbclid=IwAR3Cu7r207dV_24y6tHjSvEOF85n722avni7YG1T9ighblH1-A3PcODzJDs&alloy=white-375,Mens Ring Classic Search
99688,156.194.226.18,https://www.glamira.co.uk/men-s-ring-alluring-ground-6-mm.html?alloy=white-silber,Men S Ring Alluring Ground 6 Mm
90474,69.171.251.22,https://www.glamira.de/celtic-way.html?fbclid=IwAR2rROx7KI_XALh_d6Xr018ArbaEHmtET6QVOJwPwPG2MrH1lVABtU-aaSg&alloy=white_yellow-585,Celtic Way
80272,79.155.246.54,https://www.glamira.es/brilliant-sunset-skuc2849.html?stone=none&alloy=yellow-375&gclid=CjwKCAjwt-L2BRA_EiwAacX32Sg2WMBPXfIWZ3fkmwNTp-IQFWMtPn1Pxb08YsfSKXX0rZqphqUV3RoC1EIQAvD_BwE,Brilliant Sunset Skuc2849
92325,173.252.127.120,https://www.glamira.com.au/glamira-ring-jemma-0.5-crt.html?fbclid=IwAR1jSOVTzjvbjJHRFg9O0nC0sNvZbzZX-WVlmaPzzdry0dVAklLK4PQfsn4,Glamira Ring Jemma 0.5 Crt
110559,78.180.53.128,https://www.glamira.co.uk/glamira-ring-berdina-0.5-crt.html?alloy=white-585&diamond=kunzite&stone2=diamond-Swarovsky&stone3=diamond-Brillant,Glamira Ring Berdina 0.5 Crt
110558,173.252.127.13,https://www.glamira.ch/glamira-ring-berangaria-1.0-crt.html?fbclid=IwAR0NUq8HunulKxvlN1Bk3IKvF0ufxe_1dr_WkoEA8l5pk1NbhYKngIwuP5A,Glamira Ring Berangaria 1.0 Crt
98364,173.252.95.13,https://www.glamira.com.tr/glamira-ring-gandolfa.html?alloy=white-750&diamond=diamond-Brillant&fbclid=IwAR2i6Sj5yHlv8i6LncOFJdc-_-wu0TZz83AOZ_ctwKyoY2pGfhpvnsUrzpc,Glamira Ring Gandolfa
